"NC Item Register",3/22/10,,,,,,
"WASTE","SK09064","CURVES CHEWY GRANOLA BARS STRAWBERRY 10/5.3 OZ",9/3/09,"Negative Adjmt.","WASTE",-3,-15
"WASTE","CL09030","WINDEX SANITARY MULTI SURFACE WIPES 9/28 CT.",9/3/09,"Negative Adjmt.","WASTE",-1,-6
"WASTE","PA09001","PASTA BAGGED - WEIGH",9/10/09,"Negative Adjmt.","WASTE",-270,-270
"WASTE","BR09009","SOUTHERN HOME GRAHAM PIE CRUST 12/9 OZ",9/10/09,"Negative Adjmt.","WASTE",-3,-21
"WASTE","SA09001","SALVAGE - WEIGH",9/18/09,"Negative Adjmt.","WASTE",-64,-64
"WASTE","SA09001","SALVAGE - WEIGH",9/18/09,"Negative Adjmt.","WASTE",-36,-36
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",9/18/09,"Negative Adjmt.","WASTE",-4,-4
"WASTE","PR09002","VEGETABLES - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-2224,-2224
"WASTE","PF09001","PREPARED SALADS - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-1574,-1574
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-237,-237
"WASTE","SA09001","SALVAGE - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-204,-204
"WASTE","SK09002","KELLOGG ASST. PRODUCT- WEIGH",9/28/09,"Negative Adjmt.","WASTE",-185,-185
"WASTE","SA09001","SALVAGE - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-89,-89
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",9/28/09,"Negative Adjmt.","WASTE",-32,-32
"WASTE","NF08017","GLADE SCENTED OIL CANDLE TRIO STARTER",9/28/09,"Negative Adjmt.","WASTE",-1,-9
"WASTE","TF371","MIXED FRUIT 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-10,-260
"WASTE","TF373","PEACHES 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-5,-130
"WASTE","TF377","TOMATO SAUCE 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-5,-130
"WASTE","TF378","TUNA 24/12 OZ",9/29/09,"Negative Adjmt.","TEFAP",-4,-84
"WASTE","TF376","RED KIDNEY BEANS 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-3,-81
"WASTE","TF379","VEGETABLE MIX 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-2,-54
"WASTE","TF370","MILK UHT 12/32 OZ",9/29/09,"Negative Adjmt.","TEFAP",-2,-50
"WASTE","TF372","ORANGE JUICE 12/46 OZ",9/29/09,"Negative Adjmt.","TEFAP",-1,-43
"WASTE","TF375","PEARS 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-1,-28
"WASTE","TF367","BLACK EYED PEAS 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-1,-28
"WASTE","SA09001","SALVAGE - WEIGH",9/29/09,"Negative Adjmt.","WASTE",-27,-27
"WASTE","TF368","CARROTS 24/#300",9/29/09,"Negative Adjmt.","TEFAP",-1,-26
"WASTE","PU09008","CHICKEN NOODLE SOUP PURCHASED 24/10.5",9/29/09,"Negative Adjmt.","WASTE",-1,-17
"WASTE","TF369","CORN FLAKE CEREAL 12/18 OZ",9/29/09,"Negative Adjmt.","TEFAP",-1,-14
"WASTE","PR09004","MELONS - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-14416,-14416
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-13810,-13810
"WASTE","PR09002","VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-13740,-13740
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-11590,-11590
"WASTE","PR09002","VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-10770,-10770
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-9252,-9252
"WASTE","SA09001","SALVAGE - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-6985,-6985
"WASTE","PR09005","SWEET POTATOES - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-3650,-3650
"WASTE","FP09002","FROZEN PRODUCT ASST. COMP. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-3471,-3471
"WASTE","PF09001","PREPARED SALADS - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-2010,-2010
"WASTE","PR09004","MELONS - WEIGH",9/30/09,"Negative Adjmt.","SEP SL",-1865,-1865
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-1495,-1495
"WASTE","PR09002","VEGETABLES - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-1325,-1325
"WASTE","SD09003","BOOST CHOCOLATE KID'S ESSENTIALS 24/8.25 OZ",9/30/09,"Negative Adjmt.","SEP SL",-102,-1224
"WASTE","PR09006","WHITE POTATOES - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-1200,-1200
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-1170,-1170
"WASTE","EG09001","EGGS GRADE B SMALL - DOZEN",9/30/09,"Negative Adjmt.","SEP R",-560,-1120
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",9/30/09,"Negative Adjmt.","SEP R",-1056,-1056
"WASTE","RF09002","REFRIGERATED PRODUCT ASST. COMP. - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-840,-840
"WASTE","HC09031","SHAMPOO KITS ASSORTED 12 CT.",9/30/09,"Negative Adjmt.","WASTE",-56,-784
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-755,-755
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-500,-500
"WASTE","SK09035","ORVILLE REDENBACHER POPCORN ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP SL",-422,-422
"WASTE","PR09001","FRESH FRUITS - WEIGH",9/30/09,"Negative Adjmt.","SEP WH",-400,-400
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-310,-310
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-295,-295
"WASTE","FM09003","TURKEY PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-294,-294
"WASTE","CD09021","CARNATION EVAPORATED MILK - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-269,-269
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-220,-220
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",9/30/09,"Negative Adjmt.","WASTE",-162,-162
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-135,-135
"WASTE","FD09001","FOOD DRIVE - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-105,-105
"WASTE","BR09001","BREAD/BAKED GOODS DRY - WEIGH",9/30/09,"Negative Adjmt.","SEP SL",-105,-105
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-96,-96
"WASTE","BR09001","BREAD/BAKED GOODS DRY - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-68,-68
"WASTE","PA09002","RICE - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-67,-67
"WASTE","NF09026","GLADE SCENTED CANDLES 12/4 OZ",9/30/09,"Negative Adjmt.","WASTE",-6,-54
"WASTE","SK09003","NABISCO ASST. SNACKS - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-50,-50
"WASTE","CE09012","QUAKER ASST. CEREAL - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-50,-50
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-50,-50
"WASTE","TF380","VEGETABLE SOUP 24/#1",9/30/09,"Negative Adjmt.","TEFAP",-2,-40
"WASTE","FP09001","FROZEN PRODUCT ASST. - WEIGH",9/30/09,"Negative Adjmt.","SEP R",-36,-36
"WASTE","CL09030","WINDEX SANITARY MULTI SURFACE WIPES 9/28 CT.",9/30/09,"Negative Adjmt.","WASTE",-5,-30
"WASTE","SD09002","BOOST VANILLA PLUS 24/8 OZ",9/30/09,"Negative Adjmt.","WASTE",-2,-30
"WASTE","FD09001","FOOD DRIVE - WEIGH",9/30/09,"Negative Adjmt.","WASTE",-26,-26
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",9/30/09,"Negative Adjmt.","SEP SL",-15,-15
"WASTE","HC09020","MATRIX SHAMPOO 12/13.5 OZ",9/30/09,"Negative Adjmt.","WASTE",-1,-13
"WASTE","VC09015","CAMPBELLS SOUP AT HAND CLAM CHOWDER 8/10.75 OZ",9/30/09,"Negative Adjmt.","WASTE",-1,-6
"WASTE","SA09001","SALVAGE - WEIGH",9/30/09,"Negative Adjmt.","SEP SL",-5,-5
"WASTE","EG09001","EGGS GRADE B SMALL - DOZEN",9/30/09,"Negative Adjmt.","WASTE",-2,-4
"WASTE","PR09002","VEGETABLES - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-1911,-1911
"WASTE","FD09001","FOOD DRIVE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-1526,-1526
"WASTE","PR09005","SWEET POTATOES - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-1487,-1487
"WASTE","PF09001","PREPARED SALADS - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-1296,-1296
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-295,-295
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-200,-200
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-200,-200
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-136,-136
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-128,-128
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-126,-126
"WASTE","CD09034","TOMATO PRODUCTS ASST.-WEIGH",10/7/09,"Negative Adjmt.","WASTE",-81,-81
"WASTE","EN09005","NUTRISYSTEM ASST. ENTREES - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-33,-33
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-29,-29
"WASTE","SA09001","SALVAGE - WEIGH",10/7/09,"Negative Adjmt.","WASTE",-3,-3
"WASTE","SK09096","KASHI 7 GRAIN SNACK CRACKERS 6/6.3 OZ",10/7/09,"Negative Adjmt.","WASTE",-1,-3
"WASTE","CD09008","ORGANIC FAT FREE BALSAMIC DRESSING 12/16 OZ",10/15/09,"Negative Adjmt.","EXP",-48,-720
"WASTE","BF09004","SIMILAC ISOMIL SOY FORMULA W/IRON 24/13 OZ",10/15/09,"Negative Adjmt.","EXP",-25,-625
"WASTE","JU09020","TROPICANA ORANGE JUICE 48/10 OZ",10/15/09,"Negative Adjmt.","EXP",-14,-504
"WASTE","SK09067","NATURE VALLEY SWEET & SALTY NUT BARS 12/7.4 OZ",10/15/09,"Negative Adjmt.","EXP",-69,-483
"WASTE","CD09008","ORGANIC FAT FREE BALSAMIC DRESSING 12/16 OZ",10/15/09,"Negative Adjmt.","EXP",-24,-360
"WASTE","BF09004","SIMILAC ISOMIL SOY FORMULA W/IRON 24/13 OZ",10/15/09,"Negative Adjmt.","EXP",-13,-325
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-247,-247
"WASTE","SK09067","NATURE VALLEY SWEET & SALTY NUT BARS 12/7.4 OZ",10/15/09,"Negative Adjmt.","EXP",-33,-231
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-228,-228
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-214,-214
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-200,-200
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-151,-151
"WASTE","CD09008","ORGANIC FAT FREE BALSAMIC DRESSING 12/16 OZ",10/15/09,"Negative Adjmt.","EXP",-2,-30
"WASTE","PU09005","UHT MILK 12/32 OZ",10/15/09,"Negative Adjmt.","WASTE",-1,-27
"WASTE","SA09001","SALVAGE - WEIGH",10/15/09,"Negative Adjmt.","WASTE",-18,-18
"WASTE","VC09015","CAMPBELLS SOUP AT HAND CLAM CHOWDER 8/10.75 OZ",10/15/09,"Negative Adjmt.","EXP",-2,-12
"WASTE","SK09002","KELLOGG ASST. PRODUCT- WEIGH",10/15/09,"Negative Adjmt.","WASTE",-6,-6
"WASTE","SA09001","SALVAGE - WEIGH",10/26/09,"Negative Adjmt.","WASTE",-96,-96
"WASTE","SA09001","SALVAGE - WEIGH",10/26/09,"Negative Adjmt.","WASTE",-56,-56
"WASTE","SA09001","SALVAGE - WEIGH",10/26/09,"Negative Adjmt.","WASTE",-32,-32
"WASTE","SA09001","SALVAGE - WEIGH",10/26/09,"Negative Adjmt.","WASTE",-19,-19
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-10218,-10218
"WASTE","PF09001","PREPARED SALADS - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-1376,-1376
"WASTE","FD09001","FOOD DRIVE - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-916,-916
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-619,-619
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-414,-414
"WASTE","MX09005","MIXES BAKING ASST. (MIFB) WEIGH",10/29/09,"Negative Adjmt.","WASTE",-324,-324
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-130,-130
"WASTE","FP09010","MARGHERITA VEGETABLE CHEESE PIZZA 12/13.9 OZ",10/29/09,"Negative Adjmt.","WASTE",-7,-84
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",10/29/09,"Negative Adjmt.","WASTE",-72,-72
"WASTE","SK09093","NABISCO CHIPS AHOY CHUNKY COOKIES 12/14 OZ",10/29/09,"Negative Adjmt.","WASTE",-6,-60
"WASTE","SK09003","NABISCO ASST. SNACKS - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-56,-56
"WASTE","SK09097","KELLOGGS SPECIAL K MULTI GRAIN CRACKERS 12/8 OZ",10/29/09,"Negative Adjmt.","WASTE",-7,-49
"WASTE","BR09001","BREAD/BAKED GOODS DRY - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-36,-36
"WASTE","PU09005","UHT MILK 12/32 OZ",10/29/09,"Negative Adjmt.","WASTE",-1,-27
"WASTE","EG09001","EGGS GRADE B SMALL - DOZEN",10/29/09,"Negative Adjmt.","WASTE",-13,-26
"WASTE","NF09033","NOURISHING WASH HUGGIES 600 CT.",10/29/09,"Negative Adjmt.","WASTE",-2,-24
"WASTE","NF09037","ZIPLOC ZIP & STEAM COOKING BAG",10/29/09,"Negative Adjmt.","WASTE",-7,-14
"WASTE","SA09001","SALVAGE - WEIGH",10/29/09,"Negative Adjmt.","WASTE",-12,-12
"WASTE","NF09037","ZIPLOC ZIP & STEAM COOKING BAG",10/29/09,"Negative Adjmt.","WASTE",-1,-2
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-23046,-23046
"WASTE","PR09002","VEGETABLES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-15175,-15175
"WASTE","SA09001","SALVAGE - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-12670,-12670
"WASTE","PR09001","FRESH FRUITS - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-9930,-9930
"WASTE","PR09005","SWEET POTATOES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-6490,-6490
"WASTE","PR09006","WHITE POTATOES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1990,-1990
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1894,-1894
"WASTE","CD09032","CONDIMENTS ASSORTED (MIFB) - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1354,-1354
"WASTE","PR09001","FRESH FRUITS - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1227,-1227
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1185,-1185
"WASTE","SD09004","ENSURE SUPLENA VANILLA NUTRITION DRINK 24/8 OZ",10/30/09,"Negative Adjmt.","R OCT 09",-68,-1088
"WASTE","EG09001","EGGS GRADE B SMALL - DOZEN",10/30/09,"Negative Adjmt.","R OCT 09",-540,-1080
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-1043,-1043
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",10/30/09,"Negative Adjmt.","R OCT 09",-680,-680
"WASTE","PR09001","FRESH FRUITS - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-610,-610
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",10/30/09,"Negative Adjmt.","R OCT 09",-585,-585
"WASTE","EN09005","NUTRISYSTEM ASST. ENTREES - WEIGH",10/30/09,"Negative Adjmt.","EXP",-583,-583
"WASTE","SK09068","FIBER ONE OAT & PEANUT BUTTER BARS 12/7 OZ",10/30/09,"Negative Adjmt.","EXP",-77,-539
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-450,-450
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-387,-387
"WASTE","CD09014","FRENCH DRESSING ORGANIC 12/8 OZ",10/30/09,"Negative Adjmt.","EXP",-23,-299
"WASTE","FD09001","FOOD DRIVE - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-155,-155
"WASTE","SK09056","MOTT'S ICE BARS 12-16/2 OZ",10/30/09,"Negative Adjmt.","EXP",-5,-135
"WASTE","PR09002","VEGETABLES - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-123,-123
"WASTE","PR09001","FRESH FRUITS - WEIGH aged",10/30/09,"Negative Adjmt.","WASTE",-87,-87
"WASTE","EN09005","NUTRISYSTEM ASST. ENTREES - WEIGH",10/30/09,"Negative Adjmt.","EXP",-82,-82
"WASTE","CD09014","FRENCH DRESSING ORGANIC 12/8 OZ",10/30/09,"Negative Adjmt.","EXP",-5,-65
"WASTE","CD09026","LAWRY'S TERIYAKI SAUCE 6/24 OZ",10/30/09,"Negative Adjmt.","EXP",-5,-60
"WASTE","SK09056","MOTT'S ICE BARS 12-16/2 OZ",10/30/09,"Negative Adjmt.","EXP",-2,-54
"WASTE","VC09019","TOMATO PRODUCTS CANNED ASST. - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-51,-51
"WASTE","PR09006","WHITE POTATOES - WEIGH rotten",10/30/09,"Negative Adjmt.","WASTE",-39,-39
"WASTE","JU09018","TROPICANA ORANGE STRAWBERRY BANANA 8/64 OZ",10/30/09,"Negative Adjmt.","R OCT 09",-1,-37
"WASTE","SK09003","NABISCO ASST. SNACKS - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-36,-36
"WASTE","SA09001","SALVAGE - WEIGH pkg busted open",10/30/09,"Negative Adjmt.","WASTE",-35,-35
"WASTE","PR09002","VEGETABLES - WEIGH aged",10/30/09,"Negative Adjmt.","WASTE",-32,-32
"WASTE","PU09002","FLAMINGO APPLE JUICE 27/6.75 OZ",10/30/09,"Negative Adjmt.","R OCT 09",-2,-28
"WASTE","TF370","MILK UHT 12/32 OZ",10/30/09,"Negative Adjmt.","TEFAP",-1,-25
"WASTE","PF09001","PREPARED SALADS - WEIGH pkg busted open",10/30/09,"Negative Adjmt.","WASTE",-19,-19
"WASTE","BR09001","BREAD/BAKED GOODS DRY - WEIGH",10/30/09,"Negative Adjmt.","R OCT 09",-16,-16
"WASTE","SK09086","FAMOUS AMOS CHOC. CHIP & PECAN COOKIES - WEIGH",10/30/09,"Negative Adjmt.","EXP",-14,-14
"WASTE","BV09002","SODAS DIET ASSORTED - WEIGH leaking",10/30/09,"Negative Adjmt.","WASTE",-10,-10
"WASTE","SK09064","CURVES CHEWY GRANOLA BARS STRAWBERRY 10/5.3 OZ",10/30/09,"Negative Adjmt.","EXP",-2,-10
"WASTE","SK09065","CARIBO COFFEE CARAMEL HIGH RISE BARS 12/7.4 OZ",10/30/09,"Negative Adjmt.","EXP",-1,-8
"WASTE","HC09008","TOOTHPASTE ASSORTED - WEIGH",11/1/09,"Negative Adjmt.","WASTE",-27,-27
"WASTE","RF09002","REFRIGERATED PRODUCT ASST. COMP. - WEIGH",11/2/09,"Negative Adjmt.","REC",-965,-965
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",11/2/09,"Negative Adjmt.","WASTE",-13,-13
"WASTE","SK09066","FIBER ONE OATS & CHOC. CHEWY BARS 12/7 OZ",11/3/09,"Negative Adjmt.","WASTE",-106,-742
"WASTE","EG09001","EGGS GRADE B SMALL - DOZEN",11/3/09,"Negative Adjmt.","WASTE",-320,-640
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",11/3/09,"Negative Adjmt.","WASTE",-39,-39
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",11/3/09,"Negative Adjmt.","WASTE",-38,-38
"WASTE","SK09109","KEEBLER VIENNA FINGERS 12/2 CT.",11/3/09,"Negative Adjmt.","WASTE",-2,-16
"WASTE","RM09001","RETAIL MEAT FROZEN - WEIGH",11/3/09,"Negative Adjmt.","RECALL",-2,-2
"WASTE","SK09100","ASSORTED BAGGED CHIPS - WEIGH",11/5/09,"Negative Adjmt.","WASTE",-2,-2
"WASTE","CD09032","CONDIMENTS ASSORTED (MIFB) - WEIGH",11/9/09,"Negative Adjmt.","WASTE",-1335,-1335
"WASTE","CD09032","CONDIMENTS ASSORTED (MIFB) - WEIGH",11/9/09,"Negative Adjmt.","WASTE",-1246,-1246
"WASTE","CD09032","CONDIMENTS ASSORTED (MIFB) - WEIGH",11/9/09,"Negative Adjmt.","WASTE",-325,-325
"WASTE","CD09034","TOMATO PRODUCTS ASST.-WEIGH",11/9/09,"Negative Adjmt.","WASTE",-244,-244
"WASTE","CD09034","TOMATO PRODUCTS ASST.-WEIGH",11/9/09,"Negative Adjmt.","WASTE",-142,-142
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",11/9/09,"Negative Adjmt.","WASTE",-97,-97
"WASTE","HC09008","TOOTHPASTE ASSORTED - WEIGH",11/9/09,"Negative Adjmt.","WASTE",-27,-27
"WASTE","SK09109","KEEBLER VIENNA FINGERS 12/2 CT.",11/9/09,"Negative Adjmt.","WASTE",-3,-24
"WASTE","PR09002","VEGETABLES - WEIGH",11/11/09,"Negative Adjmt.","WASTE",-5149,-5149
"WASTE","PR09006","WHITE POTATOES - WEIGH",11/11/09,"Negative Adjmt.","WASTE",-1640,-1640
"WASTE","FP09010","MARGHERITA VEGETABLE CHEESE PIZZA 12/13.9 OZ",11/11/09,"Negative Adjmt.","WASTE",-79,-948
"WASTE","EG09002","EGGS, COMPLEMENTARY, 1 doz",11/11/09,"Negative Adjmt.","WASTE",-440,-880
"WASTE","SA09001","SALVAGE - WEIGH",11/11/09,"Negative Adjmt.","WASTE",-856,-856
